level3_species,level2_genus,level1_family,level0,species_key
Acioa guianensis,Acioa,Chrysobalanaceae, Evergreen Broadleaf,2984898
Acioa longipendula,Acioa,Chrysobalanaceae, Evergreen Broadleaf,9517391
Acioa lujai,Acioa,Chrysobalanaceae, Evergreen Broadleaf,3745609
Acioa schultesii,Acioa,Chrysobalanaceae, Evergreen Broadleaf,2984897
Acioa somnolens,Acioa,Chrysobalanaceae, Evergreen Broadleaf,2984894
Afrolicania elaeosperma,Afrolicania,Chrysobalanaceae, Evergreen Broadleaf,2985035
Angelesia fusicarpa,Angelesia,Chrysobalanaceae, Evergreen Broadleaf,9567868
Angelesia palawanensis,Angelesia,Chrysobalanaceae, Evergreen Broadleaf,9447545
Angelesia splendens,Angelesia,Chrysobalanaceae, Evergreen Broadleaf,2985410
Atuna cordata,Atuna,Chrysobalanaceae, Evergreen Broadleaf,7793026
Atuna elliptica,Atuna,Chrysobalanaceae, Evergreen Broadleaf,2984922
Atuna excelsa,Atuna,Chrysobalanaceae, Evergreen Broadleaf,3745558
Atuna indica,Atuna,Chrysobalanaceae, Evergreen Broadleaf,2984923
Atuna latifrons,Atuna,Chrysobalanaceae, Evergreen Broadleaf,2984906
Atuna nannodes,Atuna,Chrysobalanaceae, Evergreen Broadleaf,2984919
Atuna penangiana,Atuna,Chrysobalanaceae, Evergreen Broadleaf,2984917
Atuna travancorica,Atuna,Chrysobalanaceae, Evergreen Broadleaf,2984912
Bafodeya benna,Bafodeya,Chrysobalanaceae, Evergreen Broadleaf,7740042
Chrysobalanus cuspidatus,Chrysobalanus,Chrysobalanaceae, Evergreen Broadleaf,7673954
Chrysobalanus eocenica,Chrysobalanus,Chrysobalanaceae, Evergreen Broadleaf,9150563
Chrysobalanus eoicaco,Chrysobalanus,Chrysobalanaceae, Evergreen Broadleaf,4940782
Chrysobalanus icaco,Chrysobalanus,Chrysobalanaceae, Evergreen Broadleaf,2985082
Chrysobalanus pellocarpus,Chrysobalanus,Chrysobalanaceae, Evergreen Broadleaf,7725340
Chrysobalanus pollardiana,Chrysobalanus,Chrysobalanaceae, Evergreen Broadleaf,11854326
Chrysobalanus prancei,Chrysobalanus,Chrysobalanaceae, Evergreen Broadleaf,9319674
Elaeagnus inaequalis,Chrysobalanus,Chrysobalanaceae, Evergreen Broadleaf,11765162
Cordillera platycalyx,Cordillera,Chrysobalanaceae, Evergreen Broadleaf,10677468
Couepia belemii,Couepia,Chrysobalanaceae, Evergreen Broadleaf,2984836
Couepia bernardiae,Couepia,Chrysobalanaceae, Evergreen Broadleaf,11138621
Couepia bernardii,Couepia,Chrysobalanaceae, Evergreen Broadleaf,2984838
Couepia bondarii,Couepia,Chrysobalanaceae, Evergreen Broadleaf,2984799
Couepia bracteosa,Couepia,Chrysobalanaceae, Evergreen Broadleaf,2984779
Couepia brevistaminea,Couepia,Chrysobalanaceae, Evergreen Broadleaf,10747312
Couepia canomensis,Couepia,Chrysobalanaceae, Evergreen Broadleaf,2984880
Couepia carautae,Couepia,Chrysobalanaceae, Evergreen Broadleaf,2984830
Couepia caryophylloides,Couepia,Chrysobalanaceae, Evergreen Broadleaf,2984825
Couepia cataractae,Couepia,Chrysobalanaceae, Evergreen Broadleaf,2984862
Couepia chrysocalyx,Couepia,Chrysobalanaceae, Evergreen Broadleaf,7968116
Couepia cidiana,Couepia,Chrysobalanaceae, Evergreen Broadleaf,2984850
Couepia coarctata,Couepia,Chrysobalanaceae, Evergreen Broadleaf,2984793
Couepia comosa,Couepia,Chrysobalanaceae, Evergreen Broadleaf,2984843
Couepia eriantha,Couepia,Chrysobalanaceae, Evergreen Broadleaf,8416221
Couepia excelsa,Couepia,Chrysobalanaceae, Evergreen Broadleaf,2984870
Couepia exflexa,Couepia,Chrysobalanaceae, Evergreen Broadleaf,2984869
Couepia froesii,Couepia,Chrysobalanaceae, Evergreen Broadleaf,2984849
Couepia glabra,Couepia,Chrysobalanaceae, Evergreen Broadleaf,2984772
Couepia grandiflora,Couepia,Chrysobalanaceae, Evergreen Broadleaf,7444805
Couepia guianensis,Couepia,Chrysobalanaceae, Evergreen Broadleaf,2984823
Couepia habrantha,Couepia,Chrysobalanaceae, Evergreen Broadleaf,2984853
Couepia hallwachsiae,Couepia,Chrysobalanaceae, Evergreen Broadleaf,8784468
Couepia hondurasensis,Couepia,Chrysobalanaceae, Evergreen Broadleaf,2984839
Couepia impressa,Couepia,Chrysobalanaceae, Evergreen Broadleaf,2984832
Couepia insignis,Couepia,Chrysobalanaceae, Evergreen Broadleaf,2984770
Couepia janzenii,Couepia,Chrysobalanaceae, Evergreen Broadleaf,9214504
Couepia joaquinae,Couepia,Chrysobalanaceae, Evergreen Broadleaf,2984860
Couepia krukovii,Couepia,Chrysobalanaceae, Evergreen Broadleaf,2984798
Couepia latifolia,Couepia,Chrysobalanaceae, Evergreen Broadleaf,2984769
Couepia leitaofilhoi,Couepia,Chrysobalanaceae, Evergreen Broadleaf,2984826
Couepia longipetiolata,Couepia,Chrysobalanaceae, Evergreen Broadleaf,2984884
Couepia macrophylla,Couepia,Chrysobalanaceae, Evergreen Broadleaf,7581304
Couepia magnoliifolia,Couepia,Chrysobalanaceae, Evergreen Broadleaf,8386441
Couepia maguirei,Couepia,Chrysobalanaceae, Evergreen Broadleaf,2984868
Couepia marleneae,Couepia,Chrysobalanaceae, Evergreen Broadleaf,2984875
Couepia martinii,Couepia,Chrysobalanaceae, Evergreen Broadleaf,2984821
Couepia meridionalis,Couepia,Chrysobalanaceae, Evergreen Broadleaf,2984820
Couepia monteclarensis,Couepia,Chrysobalanaceae, Evergreen Broadleaf,2984828
Couepia morii,Couepia,Chrysobalanaceae, Evergreen Broadleaf,2984808
Couepia multiflora,Couepia,Chrysobalanaceae, Evergreen Broadleaf,2984773
Couepia nutans,Couepia,Chrysobalanaceae, Evergreen Broadleaf,2984852
Couepia obovata,Couepia,Chrysobalanaceae, Evergreen Broadleaf,2984827
Couepia osaensis,Couepia,Chrysobalanaceae, Evergreen Broadleaf,8928847
Couepia ovalifolia,Couepia,Chrysobalanaceae, Evergreen Broadleaf,8290465
Couepia oxossii,Couepia,Chrysobalanaceae, Evergreen Broadleaf,10154088
Couepia paraensis,Couepia,Chrysobalanaceae, Evergreen Broadleaf,2984805
Couepia parvifolia,Couepia,Chrysobalanaceae, Evergreen Broadleaf,2984824
Couepia pernambucensis,Couepia,Chrysobalanaceae, Evergreen Broadleaf,2984864
Couepia rankiniae,Couepia,Chrysobalanaceae, Evergreen Broadleaf,2984835
Couepia reflexa,Couepia,Chrysobalanaceae, Evergreen Broadleaf,2984848
Couepia rufa,Couepia,Chrysobalanaceae, Evergreen Broadleaf,2984812
Couepia sandwithii,Couepia,Chrysobalanaceae, Evergreen Broadleaf,2984851
Couepia schottii,Couepia,Chrysobalanaceae, Evergreen Broadleaf,2984809
Couepia scottmorii,Couepia,Chrysobalanaceae, Evergreen Broadleaf,2984840
Couepia spicata,Couepia,Chrysobalanaceae, Evergreen Broadleaf,2984815
Couepia stipularis,Couepia,Chrysobalanaceae, Evergreen Broadleaf,2984863
Couepia subcordata,Couepia,Chrysobalanaceae, Evergreen Broadleaf,8062405
Couepia trapezioana,Couepia,Chrysobalanaceae, Evergreen Broadleaf,2984879
Couepia uiti,Couepia,Chrysobalanaceae, Evergreen Broadleaf,8041170
Couepia ulei,Couepia,Chrysobalanaceae, Evergreen Broadleaf,2984861
Couepia venosa,Couepia,Chrysobalanaceae, Evergreen Broadleaf,2984817
Couepia williamsii,Couepia,Chrysobalanaceae, Evergreen Broadleaf,2984811
Dactyladenia barteri,Dactyladenia,Chrysobalanaceae, Evergreen Broadleaf,2985617
Dactyladenia bellayana,Dactyladenia,Chrysobalanaceae, Evergreen Broadleaf,2985625
Dactyladenia buchneri,Dactyladenia,Chrysobalanaceae, Evergreen Broadleaf,2985642
Dactyladenia campestris,Dactyladenia,Chrysobalanaceae, Evergreen Broadleaf,2985638
Dactyladenia chevalieri,Dactyladenia,Chrysobalanaceae, Evergreen Broadleaf,2985628
Dactyladenia cinerea,Dactyladenia,Chrysobalanaceae, Evergreen Broadleaf,2985587
Dactyladenia dewevrei,Dactyladenia,Chrysobalanaceae, Evergreen Broadleaf,2985663
Dactyladenia dichotoma,Dactyladenia,Chrysobalanaceae, Evergreen Broadleaf,2985615
Dactyladenia dinklagei,Dactyladenia,Chrysobalanaceae, Evergreen Broadleaf,2985623
Dactyladenia eketensis,Dactyladenia,Chrysobalanaceae, Evergreen Broadleaf,2985597
Dactyladenia floretii,Dactyladenia,Chrysobalanaceae, Evergreen Broadleaf,2985611
Dactyladenia floribunda,Dactyladenia,Chrysobalanaceae, Evergreen Broadleaf,2985612
Dactyladenia gilletii,Dactyladenia,Chrysobalanaceae, Evergreen Broadleaf,2985585
Dactyladenia globosa,Dactyladenia,Chrysobalanaceae, Evergreen Broadleaf,8953534
Dactyladenia hirsuta,Dactyladenia,Chrysobalanaceae, Evergreen Broadleaf,2985605
Dactyladenia icondere,Dactyladenia,Chrysobalanaceae, Evergreen Broadleaf,2985652
Dactyladenia johnstonei,Dactyladenia,Chrysobalanaceae, Evergreen Broadleaf,2985601
Dactyladenia jongkindii,Dactyladenia,Chrysobalanaceae, Evergreen Broadleaf,2985593
Dactyladenia laevis,Dactyladenia,Chrysobalanaceae, Evergreen Broadleaf,2985636
Dactyladenia lehmbachii,Dactyladenia,Chrysobalanaceae, Evergreen Broadleaf,2985589
Dactyladenia letestui,Dactyladenia,Chrysobalanaceae, Evergreen Broadleaf,2985594
Dactyladenia librevillensis,Dactyladenia,Chrysobalanaceae, Evergreen Broadleaf,2985599
Dactyladenia mannii,Dactyladenia,Chrysobalanaceae, Evergreen Broadleaf,2985647
Dactyladenia ndjoleensis,Dactyladenia,Chrysobalanaceae, Evergreen Broadleaf,2985592
Dactyladenia pallescens,Dactyladenia,Chrysobalanaceae, Evergreen Broadleaf,2985630
Dactyladenia pierrei,Dactyladenia,Chrysobalanaceae, Evergreen Broadleaf,2985655
Dactyladenia sapinii,Dactyladenia,Chrysobalanaceae, Evergreen Broadleaf,2985603
Dactyladenia scabrifolia,Dactyladenia,Chrysobalanaceae, Evergreen Broadleaf,2985650
Dactyladenia smeathmannii,Dactyladenia,Chrysobalanaceae, Evergreen Broadleaf,2985607
Dactyladenia staudtii,Dactyladenia,Chrysobalanaceae, Evergreen Broadleaf,2985657
Dactyladenia whytei,Dactyladenia,Chrysobalanaceae, Evergreen Broadleaf,2985660
Leptobalanus albiflorus,Leptobalanus,Chrysobalanaceae, Evergreen Broadleaf,10534987
Leptobalanus bullatus,Leptobalanus,Chrysobalanaceae, Evergreen Broadleaf,10734540
Leptobalanus calvescens,Leptobalanus,Chrysobalanaceae, Evergreen Broadleaf,10713826
Leptobalanus cardiophyllus,Leptobalanus,Chrysobalanaceae, Evergreen Broadleaf,10771241
Leptobalanus cuatrecasasii,Leptobalanus,Chrysobalanaceae, Evergreen Broadleaf,10749278
Leptobalanus cuspidata,Leptobalanus,Chrysobalanaceae, Evergreen Broadleaf,10833243
Leptobalanus diegogomezii,Leptobalanus,Chrysobalanaceae, Evergreen Broadleaf,10857782
Leptobalanus emarginatus,Leptobalanus,Chrysobalanaceae, Evergreen Broadleaf,10707745
Leptobalanus foveolatus,Leptobalanus,Chrysobalanaceae, Evergreen Broadleaf,10759072
Leptobalanus fuchsii,Leptobalanus,Chrysobalanaceae, Evergreen Broadleaf,10699169
Leptobalanus gardneri,Leptobalanus,Chrysobalanaceae, Evergreen Broadleaf,10736788
Leptobalanus granvillei,Leptobalanus,Chrysobalanaceae, Evergreen Broadleaf,9998215
Leptobalanus humilis,Leptobalanus,Chrysobalanaceae, Evergreen Broadleaf,10823401
Leptobalanus jefensis,Leptobalanus,Chrysobalanaceae, Evergreen Broadleaf,10730736
Leptobalanus joseramosii,Leptobalanus,Chrysobalanaceae, Evergreen Broadleaf,10851776
Leptobalanus latus,Leptobalanus,Chrysobalanaceae, Evergreen Broadleaf,10383454
Leptobalanus longistylus,Leptobalanus,Chrysobalanaceae, Evergreen Broadleaf,10299697
Leptobalanus maguirei,Leptobalanus,Chrysobalanaceae, Evergreen Broadleaf,10849039
Leptobalanus mexicanus,Leptobalanus,Chrysobalanaceae, Evergreen Broadleaf,10841954
Leptobalanus morii,Leptobalanus,Chrysobalanaceae, Evergreen Broadleaf,10822354
Leptobalanus octandrus,Leptobalanus,Chrysobalanaceae, Evergreen Broadleaf,10148673
Leptobalanus parviflorus,Leptobalanus,Chrysobalanaceae, Evergreen Broadleaf,10826125
Leptobalanus persaudii,Leptobalanus,Chrysobalanaceae, Evergreen Broadleaf,9905092
Leptobalanus sclerophyllus,Leptobalanus,Chrysobalanaceae, Evergreen Broadleaf,10863788
Leptobalanus sparsipilis,Leptobalanus,Chrysobalanaceae, Evergreen Broadleaf,10804288
Leptobalanus sprucei,Leptobalanus,Chrysobalanaceae, Evergreen Broadleaf,10544744
Leptobalanus stevensii,Leptobalanus,Chrysobalanaceae, Evergreen Broadleaf,10867539
Leptobalanus turbinatus,Leptobalanus,Chrysobalanaceae, Evergreen Broadleaf,10868604
Leptobalanus undulatus,Leptobalanus,Chrysobalanaceae, Evergreen Broadleaf,10778220
Leptobalanus wurdackii,Leptobalanus,Chrysobalanaceae, Evergreen Broadleaf,10743192
Licania affinis,Licania,Chrysobalanaceae, Evergreen Broadleaf,2985472
Licania apiculata,Licania,Chrysobalanaceae, Evergreen Broadleaf,2985457
Licania aracaensis,Licania,Chrysobalanaceae, Evergreen Broadleaf,2985358
Licania arianeae,Licania,Chrysobalanaceae, Evergreen Broadleaf,2985523
Licania bahiensis,Licania,Chrysobalanaceae, Evergreen Broadleaf,2985283
Licania bellingtonii,Licania,Chrysobalanaceae, Evergreen Broadleaf,2985334
Licania blackii,Licania,Chrysobalanaceae, Evergreen Broadleaf,2985542
Licania bolivensis,Licania,Chrysobalanaceae, Evergreen Broadleaf,3745499
Licania boyanii,Licania,Chrysobalanaceae, Evergreen Broadleaf,2985259
Licania bracteata,Licania,Chrysobalanaceae, Evergreen Broadleaf,2985343
Licania buxifolia,Licania,Chrysobalanaceae, Evergreen Broadleaf,2985578
Licania caldasiana,Licania,Chrysobalanaceae, Evergreen Broadleaf,2985581
Licania cidii,Licania,Chrysobalanaceae, Evergreen Broadleaf,2985504
Licania compacta,Licania,Chrysobalanaceae, Evergreen Broadleaf,2985307
Licania condoriensis,Licania,Chrysobalanaceae, Evergreen Broadleaf,9116846
Licania cordata,Licania,Chrysobalanaceae, Evergreen Broadleaf,2985313
Licania coriacea,Licania,Chrysobalanaceae, Evergreen Broadleaf,2985534
Licania couepiifolia,Licania,Chrysobalanaceae, Evergreen Broadleaf,2985365
Licania crassivenia,Licania,Chrysobalanaceae, Evergreen Broadleaf,8086003
Licania cruegeriana,Licania,Chrysobalanaceae, Evergreen Broadleaf,2985436
Licania cuprea,Licania,Chrysobalanaceae, Evergreen Broadleaf,2985538
Licania cuyabenensis,Licania,Chrysobalanaceae, Evergreen Broadleaf,2985506
Licania cyathodes,Licania,Chrysobalanaceae, Evergreen Broadleaf,2985345
Licania cymosa,Licania,Chrysobalanaceae, Evergreen Broadleaf,2985367
Licania davillifolia,Licania,Chrysobalanaceae, Evergreen Broadleaf,2985408
Licania dealbata,Licania,Chrysobalanaceae, Evergreen Broadleaf,2985494
Licania densiflora,Licania,Chrysobalanaceae, Evergreen Broadleaf,2985567
Licania elliptica,Licania,Chrysobalanaceae, Evergreen Broadleaf,2985396
Licania fanshawei,Licania,Chrysobalanaceae, Evergreen Broadleaf,2985368
Licania ferreirae,Licania,Chrysobalanaceae, Evergreen Broadleaf,2985448
Licania floribunda,Licania,Chrysobalanaceae, Evergreen Broadleaf,3745626
Licania foldatsii,Licania,Chrysobalanaceae, Evergreen Broadleaf,2985299
Licania furfuracea,Licania,Chrysobalanaceae, Evergreen Broadleaf,2985284
Licania gerontogaea,Licania,Chrysobalanaceae, Evergreen Broadleaf,3745600
Licania glauca,Licania,Chrysobalanaceae, Evergreen Broadleaf,2985428
Licania glazioviana,Licania,Chrysobalanaceae, Evergreen Broadleaf,2985404
Licania gracilipes,Licania,Chrysobalanaceae, Evergreen Broadleaf,2985420
Licania habantha,Licania,Chrysobalanaceae, Evergreen Broadleaf,3745561
Licania harlingii,Licania,Chrysobalanaceae, Evergreen Broadleaf,2985470
Licania hitchcockii,Licania,Chrysobalanaceae, Evergreen Broadleaf,2985459
Licania hoehnei,Licania,Chrysobalanaceae, Evergreen Broadleaf,2985478
Licania impressa,Licania,Chrysobalanaceae, Evergreen Broadleaf,2985508
Licania incana,Licania,Chrysobalanaceae, Evergreen Broadleaf,2985398
Licania indurata,Licania,Chrysobalanaceae, Evergreen Broadleaf,2985489
Licania irwinii,Licania,Chrysobalanaceae, Evergreen Broadleaf,2985359
Licania jimenezii,Licania,Chrysobalanaceae, Evergreen Broadleaf,2985530
Licania lamentanda,Licania,Chrysobalanaceae, Evergreen Broadleaf,2985565
Licania lanceolata,Licania,Chrysobalanaceae, Evergreen Broadleaf,2985546
Licania laxiflora,Licania,Chrysobalanaceae, Evergreen Broadleaf,2985435
Licania leptostachya,Licania,Chrysobalanaceae, Evergreen Broadleaf,2985452
Licania littoralis,Licania,Chrysobalanaceae, Evergreen Broadleaf,2985375
Licania longistyla,Licania,Chrysobalanaceae, Evergreen Broadleaf,7914955
Licania majuscula,Licania,Chrysobalanaceae, Evergreen Broadleaf,2985573
Licania marleneae,Licania,Chrysobalanaceae, Evergreen Broadleaf,2985352
Licania maxima,Licania,Chrysobalanaceae, Evergreen Broadleaf,2985271
Licania membranacea,Licania,Chrysobalanaceae, Evergreen Broadleaf,7543239
Licania micrantha,Licania,Chrysobalanaceae, Evergreen Broadleaf,2985424
Licania microphylla,Licania,Chrysobalanaceae, Evergreen Broadleaf,2985539
Licania mollis,Licania,Chrysobalanaceae, Evergreen Broadleaf,2985256
Licania monteagudensis,Licania,Chrysobalanaceae, Evergreen Broadleaf,8805243
Licania naviculistipula,Licania,Chrysobalanaceae, Evergreen Broadleaf,2985348
Licania nelsonii,Licania,Chrysobalanaceae, Evergreen Broadleaf,2985339
Licania niloi,Licania,Chrysobalanaceae, Evergreen Broadleaf,2985545
Licania nitida,Licania,Chrysobalanaceae, Evergreen Broadleaf,2985373
Licania orbicularis,Licania,Chrysobalanaceae, Evergreen Broadleaf,7555712
Licania ovalifolia,Licania,Chrysobalanaceae, Evergreen Broadleaf,2985288
Licania pallida,Licania,Chrysobalanaceae, Evergreen Broadleaf,7439292
Licania paraensis,Licania,Chrysobalanaceae, Evergreen Broadleaf,2985314
Licania parvifolia,Licania,Chrysobalanaceae, Evergreen Broadleaf,2985492
Licania parvifructa,Licania,Chrysobalanaceae, Evergreen Broadleaf,2985372
Licania piresii,Licania,Chrysobalanaceae, Evergreen Broadleaf,2985295
Licania pittieri,Licania,Chrysobalanaceae, Evergreen Broadleaf,2985537
Licania polita,Licania,Chrysobalanaceae, Evergreen Broadleaf,7632872
Licania pruinosa,Licania,Chrysobalanaceae, Evergreen Broadleaf,2985385
Licania riedelii,Licania,Chrysobalanaceae, Evergreen Broadleaf,2985350
Licania robusta,Licania,Chrysobalanaceae, Evergreen Broadleaf,2985260
Licania rodriguesii,Licania,Chrysobalanaceae, Evergreen Broadleaf,2985516
Licania roraimensis,Licania,Chrysobalanaceae, Evergreen Broadleaf,2985403
Licania rufescens,Licania,Chrysobalanaceae, Evergreen Broadleaf,2985376
Licania salzmannii,Licania,Chrysobalanaceae, Evergreen Broadleaf,8427528
Licania sandwithii,Licania,Chrysobalanaceae, Evergreen Broadleaf,2985447
Licania santosii,Licania,Chrysobalanaceae, Evergreen Broadleaf,2985482
Licania savannarum,Licania,Chrysobalanaceae, Evergreen Broadleaf,2985570
Licania sclerophylla,Licania,Chrysobalanaceae, Evergreen Broadleaf,7652041
Licania silvae,Licania,Chrysobalanaceae, Evergreen Broadleaf,2985580
Licania spicata,Licania,Chrysobalanaceae, Evergreen Broadleaf,2985520
Licania stewardii,Licania,Chrysobalanaceae, Evergreen Broadleaf,2985560
Licania steyermarkii,Licania,Chrysobalanaceae, Evergreen Broadleaf,2985281
Licania stricta,Licania,Chrysobalanaceae, Evergreen Broadleaf,2985474
Licania subrotundata,Licania,Chrysobalanaceae, Evergreen Broadleaf,2985269
Licania teixeirae,Licania,Chrysobalanaceae, Evergreen Broadleaf,2985440
Licania tepuiensis,Licania,Chrysobalanaceae, Evergreen Broadleaf,2985405
Licania ternatensis,Licania,Chrysobalanaceae, Evergreen Broadleaf,2985357
Licania tocantina,Licania,Chrysobalanaceae, Evergreen Broadleaf,2985484
Licania triandra,Licania,Chrysobalanaceae, Evergreen Broadleaf,7443791
Licania trigonioides,Licania,Chrysobalanaceae, Evergreen Broadleaf,2985338
Licania urceolaris,Licania,Chrysobalanaceae, Evergreen Broadleaf,2985481
Licania utilis,Licania,Chrysobalanaceae, Evergreen Broadleaf,3745310
Licania vaupesana,Licania,Chrysobalanaceae, Evergreen Broadleaf,3745621
Licania vaupesiana,Licania,Chrysobalanaceae, Evergreen Broadleaf,2985301
Licania velutina,Licania,Chrysobalanaceae, Evergreen Broadleaf,2985561
Maranthes aubrevillei,Maranthes,Chrysobalanaceae, Evergreen Broadleaf,7999403
Maranthes chrysophylla,Maranthes,Chrysobalanaceae, Evergreen Broadleaf,7934655
Maranthes corymbosa,Maranthes,Chrysobalanaceae, Evergreen Broadleaf,2984717
Maranthes floribunda,Maranthes,Chrysobalanaceae, Evergreen Broadleaf,2984750
Maranthes gabunensis,Maranthes,Chrysobalanaceae, Evergreen Broadleaf,2984756
Maranthes goetzeniana,Maranthes,Chrysobalanaceae, Evergreen Broadleaf,2984724
Maranthes kerstingii,Maranthes,Chrysobalanaceae, Evergreen Broadleaf,7504552
